episode_reward_max,episode_reward_min,episode_reward_mean,episode_len_mean,episodes_this_iter,episodes_timesteps_total,num_faulty_episodes,num_healthy_workers,num_in_flight_async_reqs,num_remote_worker_restarts,num_agent_steps_sampled,num_agent_steps_trained,num_env_steps_sampled,num_env_steps_trained,num_env_steps_sampled_this_iter,num_env_steps_trained_this_iter,num_env_steps_sampled_throughput_per_sec,num_env_steps_trained_throughput_per_sec,timesteps_total,num_steps_trained_this_iter,agent_timesteps_total,done,episodes_total,training_iteration,trial_id,date,timestamp,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,iterations_since_restore,info/num_env_steps_sampled,info/num_env_steps_trained,info/num_agent_steps_sampled,info/num_agent_steps_trained,sampler_results/episode_reward_max,sampler_results/episode_reward_min,sampler_results/episode_reward_mean,sampler_results/episode_len_mean,sampler_results/episodes_this_iter,sampler_results/episodes_timesteps_total,sampler_results/num_faulty_episodes,hist_stats/episode_reward,hist_stats/episode_lengths,sampler_perf/mean_raw_obs_processing_ms,sampler_perf/mean_inference_ms,sampler_perf/mean_action_processing_ms,sampler_perf/mean_env_wait_ms,sampler_perf/mean_env_render_ms,connector_metrics/ObsPreprocessorConnector_ms,connector_metrics/StateBufferConnector_ms,connector_metrics/ViewRequirementAgentConnector_ms,timers/training_iteration_time_ms,timers/restore_workers_time_ms,timers/training_step_time_ms,timers/sample_time_ms,timers/load_time_ms,timers/load_throughput,timers/learn_time_ms,timers/learn_throughput,timers/synch_weights_time_ms,counters/num_env_steps_sampled,counters/num_env_steps_trained,counters/num_agent_steps_sampled,counters/num_agent_steps_trained,perf/cpu_util_percent,perf/ram_util_percent,sampler_results/hist_stats/episode_reward,sampler_results/hist_stats/episode_lengths,sampler_results/sampler_perf/mean_raw_obs_processing_ms,sampler_results/sampler_perf/mean_inference_ms,sampler_results/sampler_perf/mean_action_processing_ms,sampler_results/sampler_perf/mean_env_wait_ms,sampler_results/sampler_perf/mean_env_render_ms,sampler_results/connector_metrics/ObsPreprocessorConnector_ms,sampler_results/connector_metrics/StateBufferConnector_ms,sampler_results/connector_metrics/ViewRequirementAgentConnector_ms,info/learner/default_policy/num_agent_steps_trained,info/learner/default_policy/num_grad_updates_lifetime,info/learner/default_policy/diff_num_grad_updates_vs_sampler_policy,info/learner/default_policy/learner_stats/allreduce_latency,info/learner/default_policy/learner_stats/grad_gnorm,info/learner/default_policy/learner_stats/cur_kl_coeff,info/learner/default_policy/learner_stats/cur_lr,info/learner/default_policy/learner_stats/total_loss,info/learner/default_policy/learner_stats/policy_loss,info/learner/default_policy/learner_stats/vf_loss,info/learner/default_policy/learner_stats/vf_explained_var,info/learner/default_policy/learner_stats/kl,info/learner/default_policy/learner_stats/entropy,info/learner/default_policy/learner_stats/entropy_coeff
7.703081232495965,-261.20448179271574,-87.53501400559958,125.0,4,500,0,4,0,0,10240,10240,512,512,512,512,10.411260466796186,10.411260466796186,512,512,10240,False,4,1,4c270_00000,2024-04-20_16-17-44,1713647864,49.194000005722046,49.194000005722046,67860,hanaa-laptop.local,127.0.0.1,49.194000005722046,1,512,512,10240,10240,7.703081232495965,-261.20448179271574,-87.53501400559958,125.0,4,500,0,"[-28.71148459383209, -67.92717086834645, 7.703081232495965, -261.20448179271574]","[125, 125, 125, 125]",11.968994325445603,65.7594642897909,1.5129058860069096,42.9384052291397,0.0,0.03539919853210449,0.02442002296447754,1.306617259979248,49177.532,0.014,49177.473,18170.227,1.092,468985.291,30993.334,16.52,12.367,512,512,10240,10240,38.494285714285716,78.90285714285714,"[-28.71148459383209, -67.92717086834645, 7.703081232495965, -261.20448179271574]","[125, 125, 125, 125]",11.968994325445603,65.7594642897909,1.5129058860069096,42.9384052291397,0.0,0.03539919853210449,0.02442002296447754,1.306617259979248,64.0,80.5,79.5,0.0,1.2601929563097656,0.19999999999999998,2e-05,0.6646399681441835,0.0039484955195803195,3.2270392345264556,-2.804882824420929e-05,0.012223055574577302,1.4851295568048954,0.09999999999999999
538.6056971514195,-405.9220389805106,-91.18130010625107,125.0,4,1000,0,4,0,0,20480,20480,1024,1024,512,512,10.083281392104626,10.083281392104626,1024,512,20480,False,8,2,4c270_00000,2024-04-20_16-18-35,1713647915,50.783727169036865,99.97772717475891,67860,hanaa-laptop.local,127.0.0.1,99.97772717475891,2,1024,1024,20480,20480,538.6056971514195,-405.9220389805106,-91.18130010625107,125.0,4,1000,0,"[-28.71148459383209, -67.92717086834645, 7.703081232495965, -261.20448179271574, 538.6056971514195, -396.9265367316533, -115.06746626686578, -405.9220389805106]","[125, 125, 125, 125, 125, 125, 125, 125]",12.033218724822628,68.06810649725782,1.5777641292632774,44.53246244437676,0.0,0.033921003341674805,0.02466440200805664,1.3034433126449585,49977.332,0.015,49977.274,19015.66,4.695,109056.377,30945.42,16.545,11.134,1024,1024,20480,20480,36.141666666666666,79.53333333333333,"[-28.71148459383209, -67.92717086834645, 7.703081232495965, -261.20448179271574, 538.6056971514195, -396.9265367316533, -115.06746626686578, -405.9220389805106]","[125, 125, 125, 125, 125, 125, 125, 125]",12.033218724822628,68.06810649725782,1.5777641292632774,44.53246244437676,0.0,0.033921003341674805,0.02466440200805664,1.3034433126449585,64.0,240.5,79.5,0.0,2.1917547358665614,0.19999999999999998,2e-05,0.5879450203035959,0.002180726410006173,2.9568826286122203,0.0003865450620651245,0.014942685507503484,1.5644489638507366,0.09999999999999999
538.6056971514195,-405.9220389805106,-104.4502080548654,125.0,4,1500,0,4,0,0,30720,30720,1536,1536,512,512,9.735542692885305,9.735542692885305,1536,512,30720,False,12,3,4c270_00000,2024-04-20_16-19-28,1713647968,52.60499095916748,152.5827181339264,67860,hanaa-laptop.local,127.0.0.1,152.5827181339264,3,1536,1536,30720,30720,538.6056971514195,-405.9220389805106,-104.4502080548654,125.0,4,1500,0,"[-28.71148459383209, -67.92717086834645, 7.703081232495965, -261.20448179271574, 538.6056971514195, -396.9265367316533, -115.06746626686578, -405.9220389805106, -249.999999999998, -247.00598802395186, -154.19161676646914, 127.24550898204294]","[125, 125, 125, 125, 125, 125, 125, 125, 125, 125, 125, 125]",12.214028189483003,69.54813383203219,1.6165219337470855,45.52993908123131,0.0,0.03362298011779785,0.02516309420267741,1.3115227222442627,50848.493,0.015,50848.416,19666.838,4.593,111468.803,31164.73,16.429,11.746,1536,1536,30720,30720,38.98918918918919,78.39594594594595,"[-28.71148459383209, -67.92717086834645, 7.703081232495965, -261.20448179271574, 538.6056971514195, -396.9265367316533, -115.06746626686578, -405.9220389805106, -249.999999999998, -247.00598802395186, -154.19161676646914, 127.24550898204294]","[125, 125, 125, 125, 125, 125, 125, 125, 125, 125, 125, 125]",12.214028189483003,69.54813383203219,1.6165219337470855,45.52993908123131,0.0,0.03362298011779785,0.02516309420267741,1.3115227222442627,64.0,400.5,79.5,0.0,2.497763566393405,0.19999999999999998,2e-05,0.2854671271852567,0.0032657931500580163,1.7894817298278212,-0.0004326801747083664,0.008367805313537247,1.6684265203773976,0.09999999999999999
538.6056971514195,-405.9220389805106,-61.40682030627854,125.0,4,2000,0,4,0,0,40960,40960,2048,2048,512,512,9.557963277629351,9.557963277629351,2048,512,40960,False,16,4,4c270_00000,2024-04-20_16-20-21,1713648021,53.57569408416748,206.15841221809387,67860,hanaa-laptop.local,127.0.0.1,206.15841221809387,4,2048,2048,40960,40960,538.6056971514195,-405.9220389805106,-61.40682030627854,125.0,4,2000,0,"[-28.71148459383209, -67.92717086834645, 7.703081232495965, -261.20448179271574, 538.6056971514195, -396.9265367316533, -115.06746626686578, -405.9220389805106, -249.999999999998, -247.00598802395186, -154.19161676646914, 127.24550898204294, -322.0461095100911, 110.2305475504384, 159.22190201729356, 323.48703170028705]","[125, 125, 125, 125, 125, 125, 125, 125, 125, 125, 125, 125, 125, 125, 125, 125]",12.312545063115833,70.7247133210141,1.647723558969668,46.715060083369494,0.0,0.03471970558166504,0.02674311399459839,1.3528957962989807,51528.348,0.016,51528.274,20262.29,4.143,123578.4,31249.906,16.384,11.458,2048,2048,40960,40960,39.25921052631579,78.84210526315789,"[-28.71148459383209, -67.92717086834645, 7.703081232495965, -261.20448179271574, 538.6056971514195, -396.9265367316533, -115.06746626686578, -405.9220389805106, -249.999999999998, -247.00598802395186, -154.19161676646914, 127.24550898204294, -322.0461095100911, 110.2305475504384, 159.22190201729356, 323.48703170028705]","[125, 125, 125, 125, 125, 125, 125, 125, 125, 125, 125, 125, 125, 125, 125, 125]",12.312545063115833,70.7247133210141,1.647723558969668,46.715060083369494,0.0,0.03471970558166504,0.02674311399459839,1.3528957962989807,64.0,560.5,79.5,0.0,3.7808768659830094,0.19999999999999998,2e-05,0.6421312055550515,0.010196253913454712,3.1938477595802395,0.02074274271726608,0.008097799616007251,1.6814655035734176,0.09999999999999999
538.6056971514195,-405.9220389805106,-118.47553010026778,125.0,4,2500,0,4,0,0,51200,51200,2560,2560,512,512,9.744578994975539,9.744578994975539,2560,512,51200,False,20,5,4c270_00000,2024-04-20_16-21-14,1713648074,52.549010038375854,258.7074222564697,67860,hanaa-laptop.local,127.0.0.1,258.7074222564697,5,2560,2560,51200,51200,538.6056971514195,-405.9220389805106,-118.47553010026778,125.0,4,2500,0,"[-28.71148459383209, -67.92717086834645, 7.703081232495965, -261.20448179271574, 538.6056971514195, -396.9265367316533, -115.06746626686578, -405.9220389805106, -249.999999999998, -247.00598802395186, -154.19161676646914, 127.24550898204294, -322.0461095100911, 110.2305475504384, 159.22190201729356, 323.48703170028705, -309.0841949778503, -374.0768094534686, -329.763663220091, -374.076809453489]","[125, 125, 125, 125, 125, 125, 125, 125, 125, 125, 125, 125, 125, 125, 125, 125, 125, 125, 125, 125]",12.347341451894513,71.59721800196766,1.6707672872421149,47.723768867705374,0.0,0.03479123115539551,0.026990175247192383,1.3752591609954834,51731.086,0.016,51731.02,20453.319,4.363,117338.574,31262.087,16.378,10.816,2560,2560,51200,51200,37.77162162162162,78.68783783783786,"[-28.71148459383209, -67.92717086834645, 7.703081232495965, -261.20448179271574, 538.6056971514195, -396.9265367316533, -115.06746626686578, -405.9220389805106, -249.999999999998, -247.00598802395186, -154.19161676646914, 127.24550898204294, -322.0461095100911, 110.2305475504384, 159.22190201729356, 323.48703170028705, -309.0841949778503, -374.0768094534686, -329.763663220091, -374.076809453489]","[125, 125, 125, 125, 125, 125, 125, 125, 125, 125, 125, 125, 125, 125, 125, 125, 125, 125, 125, 125]",12.347341451894513,71.59721800196766,1.6707672872421149,47.723768867705374,0.0,0.03479123115539551,0.026990175247192383,1.3752591609954834,64.0,720.5,79.5,0.0,3.475757803954184,0.19999999999999998,2e-05,0.324130666347628,0.007432100898586214,1.9840439749648795,-0.0031540580093860626,0.010346247157644938,1.8138167880475522,0.09999999999999999
948.8041853512632,-405.9220389805106,-25.797371246985364,125.0,4,3000,0,4,0,0,61440,61440,3072,3072,512,512,9.654151572134023,9.654151572134023,3072,512,61440,False,24,6,4c270_00000,2024-04-20_16-22-07,1713648127,53.040884017944336,311.74830627441406,67860,hanaa-laptop.local,127.0.0.1,311.74830627441406,6,3072,3072,61440,61440,948.8041853512632,-405.9220389805106,-25.797371246985364,125.0,4,3000,0,"[-28.71148459383209, -67.92717086834645, 7.703081232495965, -261.20448179271574, 538.6056971514195, -396.9265367316533, -115.06746626686578, -405.9220389805106, -249.999999999998, -247.00598802395186, -154.19161676646914, 127.24550898204294, -322.0461095100911, 110.2305475504384, 159.22190201729356, 323.48703170028705, -309.0841949778503, -374.0768094534686, -329.763663220091, -374.076809453489, 31.016442451416474, 443.57249626307635, 326.9805680119508, 948.8041853512632]","[125, 125, 125, 125, 125, 125, 125, 125, 125, 125, 125, 125, 125, 125, 125, 125, 125, 125, 125, 125, 125, 125, 125, 125]",12.390398312598096,72.27002870331961,1.6897429904651968,48.569622198211,0.0,0.03638863563537598,0.02909998099009196,1.4689167340596516,51948.272,0.016,51948.207,20674.048,4.525,113144.555,31258.557,16.38,10.649,3072,3072,61440,61440,38.11333333333334,78.87333333333335,"[-28.71148459383209, -67.92717086834645, 7.703081232495965, -261.20448179271574, 538.6056971514195, -396.9265367316533, -115.06746626686578, -405.9220389805106, -249.999999999998, -247.00598802395186, -154.19161676646914, 127.24550898204294, -322.0461095100911, 110.2305475504384, 159.22190201729356, 323.48703170028705, -309.0841949778503, -374.0768094534686, -329.763663220091, -374.076809453489, 31.016442451416474, 443.57249626307635, 326.9805680119508, 948.8041853512632]","[125, 125, 125, 125, 125, 125, 125, 125, 125, 125, 125, 125, 125, 125, 125, 125, 125, 125, 125, 125, 125, 125, 125, 125]",12.390398312598096,72.27002870331961,1.6897429904651968,48.569622198211,0.0,0.03638863563537598,0.02909998099009196,1.4689167340596516,64.0,880.5,79.5,0.0,5.244554597511888,0.19999999999999998,2e-05,0.499995157495141,0.0032881281920708718,2.72305322997272,-0.00026388689875602724,0.004987344389610371,1.850537358224392,0.09999999999999999
948.8041853512632,-405.9220389805106,-48.465308850692345,125.0,4,3500,0,4,0,0,71680,71680,3584,3584,512,512,10.238845247422256,10.238845247422256,3584,512,71680,False,28,7,4c270_00000,2024-04-20_16-22-57,1713648177,50.011900901794434,361.7602071762085,67860,hanaa-laptop.local,127.0.0.1,361.7602071762085,7,3584,3584,71680,71680,948.8041853512632,-405.9220389805106,-48.465308850692345,125.0,4,3500,0,"[-28.71148459383209, -67.92717086834645, 7.703081232495965, -261.20448179271574, 538.6056971514195, -396.9265367316533, -115.06746626686578, -405.9220389805106, -249.999999999998, -247.00598802395186, -154.19161676646914, 127.24550898204294, -322.0461095100911, 110.2305475504384, 159.22190201729356, 323.48703170028705, -309.0841949778503, -374.0768094534686, -329.763663220091, -374.076809453489, 31.016442451416474, 443.57249626307635, 326.9805680119508, 948.8041853512632, -298.43304843305117, -7.834757834757891, -164.52991452991304, -267.0940170940149]","[125, 125, 125, 125, 125, 125, 125, 125, 125, 125, 125, 125, 125, 125, 125, 125, 125, 125, 125, 125, 125, 125, 125, 125, 125, 125, 125, 125]",12.41176596766967,72.57815175770887,1.698549211047751,49.07375222487419,0.0,0.03605059215000698,0.030649559838431224,1.4676800795963831,51670.755,0.016,51670.69,20378.561,4.509,113549.662,31276.587,16.37,10.616,3584,3584,71680,71680,36.73380281690142,78.47746478873239,"[-28.71148459383209, -67.92717086834645, 7.703081232495965, -261.20448179271574, 538.6056971514195, -396.9265367316533, -115.06746626686578, -405.9220389805106, -249.999999999998, -247.00598802395186, -154.19161676646914, 127.24550898204294, -322.0461095100911, 110.2305475504384, 159.22190201729356, 323.48703170028705, -309.0841949778503, -374.0768094534686, -329.763663220091, -374.076809453489, 31.016442451416474, 443.57249626307635, 326.9805680119508, 948.8041853512632, -298.43304843305117, -7.834757834757891, -164.52991452991304, -267.0940170940149]","[125, 125, 125, 125, 125, 125, 125, 125, 125, 125, 125, 125, 125, 125, 125, 125, 125, 125, 125, 125, 125, 125, 125, 125, 125, 125, 125, 125]",12.41176596766967,72.57815175770887,1.698549211047751,49.07375222487419,0.0,0.03605059215000698,0.030649559838431224,1.4676800795963831,64.0,1040.5,79.5,0.0,6.7985625779256225,0.09999999999999999,2e-05,0.28672686627396615,0.0005479775718413293,1.9261191276833416,-0.0003138706088066101,0.0129697382923041,1.9664786756038666,0.09999999999999999
948.8041853512632,-405.9220389805106,-64.79520494584943,125.0,4,4000,0,4,0,0,81920,81920,4096,4096,512,512,9.962468361151547,9.962468361151547,4096,512,81920,False,32,8,4c270_00000,2024-04-20_16-23-48,1713648228,51.39935374259949,413.159560918808,67860,hanaa-laptop.local,127.0.0.1,413.159560918808,8,4096,4096,81920,81920,948.8041853512632,-405.9220389805106,-64.79520494584943,125.0,4,4000,0,"[-28.71148459383209, -67.92717086834645, 7.703081232495965, -261.20448179271574, 538.6056971514195, -396.9265367316533, -115.06746626686578, -405.9220389805106, -249.999999999998, -247.00598802395186, -154.19161676646914, 127.24550898204294, -322.0461095100911, 110.2305475504384, 159.22190201729356, 323.48703170028705, -309.0841949778503, -374.0768094534686, -329.763663220091, -374.076809453489, 31.016442451416474, 443.57249626307635, 326.9805680119508, 948.8041853512632, -298.43304843305117, -7.834757834757891, -164.52991452991304, -267.0940170940149, -384.32835820896645, -121.64179104479368, -282.8358208955288, 72.38805970149303]","[125, 125, 125, 125, 125, 125, 125, 125, 125, 125, 125, 125, 125, 125, 125, 125, 125, 125, 125, 125, 125, 125, 125, 125, 125, 125, 125, 125, 125, 125, 125, 125]",12.421692295910265,72.80377853934363,1.7044421538180694,49.459219907308665,0.0,0.036175549030303955,0.03032013773918152,1.4625400304794312,51636.023,0.017,51635.96,20340.555,4.52,113263.905,31279.964,16.368,10.524,4096,4096,81920,81920,34.68356164383562,78.66575342465754,"[-28.71148459383209, -67.92717086834645, 7.703081232495965, -261.20448179271574, 538.6056971514195, -396.9265367316533, -115.06746626686578, -405.9220389805106, -249.999999999998, -247.00598802395186, -154.19161676646914, 127.24550898204294, -322.0461095100911, 110.2305475504384, 159.22190201729356, 323.48703170028705, -309.0841949778503, -374.0768094534686, -329.763663220091, -374.076809453489, 31.016442451416474, 443.57249626307635, 326.9805680119508, 948.8041853512632, -298.43304843305117, -7.834757834757891, -164.52991452991304, -267.0940170940149, -384.32835820896645, -121.64179104479368, -282.8358208955288, 72.38805970149303]","[125, 125, 125, 125, 125, 125, 125, 125, 125, 125, 125, 125, 125, 125, 125, 125, 125, 125, 125, 125, 125, 125, 125, 125, 125, 125, 125, 125, 125, 125, 125, 125]",12.421692295910265,72.80377853934363,1.7044421538180694,49.459219907308665,0.0,0.036175549030303955,0.03032013773918152,1.4625400304794312,64.0,1200.5,79.5,0.0,5.3288668602705,0.09999999999999999,2e-05,0.14283040974405595,0.006160833756439388,1.4377129200845957,0.0009931750595569611,0.03327517867801362,2.2608617007732392,0.09999999999999999
948.8041853512632,-405.9220389805106,-57.6789047289787,125.0,4,4500,0,4,0,0,92160,92160,4608,4608,512,512,10.151519150127537,10.151519150127537,4608,512,92160,False,36,9,4c270_00000,2024-04-20_16-24-39,1713648279,50.44273805618286,463.60229897499084,67860,hanaa-laptop.local,127.0.0.1,463.60229897499084,9,4608,4608,92160,92160,948.8041853512632,-405.9220389805106,-57.6789047289787,125.0,4,4500,0,"[-28.71148459383209, -67.92717086834645, 7.703081232495965, -261.20448179271574, 538.6056971514195, -396.9265367316533, -115.06746626686578, -405.9220389805106, -249.999999999998, -247.00598802395186, -154.19161676646914, 127.24550898204294, -322.0461095100911, 110.2305475504384, 159.22190201729356, 323.48703170028705, -309.0841949778503, -374.0768094534686, -329.763663220091, -374.076809453489, 31.016442451416474, 443.57249626307635, 326.9805680119508, 948.8041853512632, -298.43304843305117, -7.834757834757891, -164.52991452991304, -267.0940170940149, -384.32835820896645, -121.64179104479368, -282.8358208955288, 72.38805970149303, -151.1976047904286, -118.26347305388907, 34.43113772455219, 232.03592814371407]","[125, 125, 125, 125, 125, 125, 125, 125, 125, 125, 125, 125, 125, 125, 125, 125, 125, 125, 125, 125, 125, 125, 125, 125, 125, 125, 125, 125, 125, 125, 125, 125, 125, 125, 125, 125]",12.419341877535789,72.93124070828112,1.707487173538577,49.724283761740544,0.0,0.03602306048075358,0.030638774236043293,1.4761010805765789,51502.665,0.016,51502.606,20203.009,4.572,111977.062,31284.361,16.366,10.285,4608,4608,92160,92160,35.625,78.27361111111111,"[-28.71148459383209, -67.92717086834645, 7.703081232495965, -261.20448179271574, 538.6056971514195, -396.9265367316533, -115.06746626686578, -405.9220389805106, -249.999999999998, -247.00598802395186, -154.19161676646914, 127.24550898204294, -322.0461095100911, 110.2305475504384, 159.22190201729356, 323.48703170028705, -309.0841949778503, -374.0768094534686, -329.763663220091, -374.076809453489, 31.016442451416474, 443.57249626307635, 326.9805680119508, 948.8041853512632, -298.43304843305117, -7.834757834757891, -164.52991452991304, -267.0940170940149, -384.32835820896645, -121.64179104479368, -282.8358208955288, 72.38805970149303, -151.1976047904286, -118.26347305388907, 34.43113772455219, 232.03592814371407]","[125, 125, 125, 125, 125, 125, 125, 125, 125, 125, 125, 125, 125, 125, 125, 125, 125, 125, 125, 125, 125, 125, 125, 125, 125, 125, 125, 125, 125, 125, 125, 125, 125, 125, 125, 125]",12.419341877535789,72.93124070828112,1.707487173538577,49.724283761740544,0.0,0.03602306048075358,0.030638774236043293,1.4761010805765789,64.0,1360.5,79.5,0.0,6.5941338811069725,0.15,2e-05,0.2916987769887783,1.1484813876450062e-05,2.0727793424390257,-0.0007471427321434021,0.019466587099350362,2.2942752316594124,0.09999999999999999
948.8041853512632,-405.9220389805106,-67.69475881341023,125.0,4,5000,0,4,0,0,102400,102400,5120,5120,512,512,10.162319615974493,10.162319615974493,5120,512,102400,False,40,10,4c270_00000,2024-04-20_16-25-29,1713648329,50.38931918144226,513.9916181564331,67860,hanaa-laptop.local,127.0.0.1,513.9916181564331,10,5120,5120,102400,102400,948.8041853512632,-405.9220389805106,-67.69475881341023,125.0,4,5000,0,"[-28.71148459383209, -67.92717086834645, 7.703081232495965, -261.20448179271574, 538.6056971514195, -396.9265367316533, -115.06746626686578, -405.9220389805106, -249.999999999998, -247.00598802395186, -154.19161676646914, 127.24550898204294, -322.0461095100911, 110.2305475504384, 159.22190201729356, 323.48703170028705, -309.0841949778503, -374.0768094534686, -329.763663220091, -374.076809453489, 31.016442451416474, 443.57249626307635, 326.9805680119508, 948.8041853512632, -298.43304843305117, -7.834757834757891, -164.52991452991304, -267.0940170940149, -384.32835820896645, -121.64179104479368, -282.8358208955288, 72.38805970149303, -151.1976047904286, -118.26347305388907, 34.43113772455219, 232.03592814371407, -279.0275761973868, -29.390420899850163, 14.150943396232492, -337.08272859217186]","[125, 125, 125, 125, 125, 125, 125, 125, 125, 125, 125, 125, 125, 125, 125, 125, 125, 125, 125, 125, 125, 125, 125, 125, 125, 125, 125, 125, 125, 125, 125, 125, 125, 125, 125, 125, 125, 125, 125, 125]",12.414972503491395,72.9897737551969,1.7088951240057415,49.90992857486043,0.0,0.03622889518737793,0.03043830394744873,1.4879310131072998,51390.619,0.016,51390.564,20095.666,4.588,111604.553,31279.825,16.368,10.12,5120,5120,102400,102400,34.39014084507043,77.93239436619719,"[-28.71148459383209, -67.92717086834645, 7.703081232495965, -261.20448179271574, 538.6056971514195, -396.9265367316533, -115.06746626686578, -405.9220389805106, -249.999999999998, -247.00598802395186, -154.19161676646914, 127.24550898204294, -322.0461095100911, 110.2305475504384, 159.22190201729356, 323.48703170028705, -309.0841949778503, -374.0768094534686, -329.763663220091, -374.076809453489, 31.016442451416474, 443.57249626307635, 326.9805680119508, 948.8041853512632, -298.43304843305117, -7.834757834757891, -164.52991452991304, -267.0940170940149, -384.32835820896645, -121.64179104479368, -282.8358208955288, 72.38805970149303, -151.1976047904286, -118.26347305388907, 34.43113772455219, 232.03592814371407, -279.0275761973868, -29.390420899850163, 14.150943396232492, -337.08272859217186]","[125, 125, 125, 125, 125, 125, 125, 125, 125, 125, 125, 125, 125, 125, 125, 125, 125, 125, 125, 125, 125, 125, 125, 125, 125, 125, 125, 125, 125, 125, 125, 125, 125, 125, 125, 125, 125, 125, 125, 125]",12.414972503491395,72.9897737551969,1.7088951240057415,49.90992857486043,0.0,0.03622889518737793,0.03043830394744873,1.4879310131072998,64.0,1520.5,79.5,0.0,3.8973650455474855,0.15,2e-05,0.24336227590974885,0.007558522105682641,1.894098743388895,0.001838367059826851,0.013669169806235004,2.397713004052639,0.09999999999999999
